Major Text,Minor Text,Type,Financial Year,BCU Name,OCU Name,Sum Value
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Ealing,57
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Ealing,46
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Ealing,40
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Ealing,55
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Ealing,42
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Ealing,51
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Ealing,39
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,63
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,64
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,51
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,51
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,59
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,46
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,30
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,36
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,37
Hate,Domestic Abuse,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,33
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Ealing,1
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Domestic Abuse Homicide,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,12
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,20
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,15
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,10
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,14
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,6
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,22
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,11
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,13
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,5
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Ealing,26
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Ealing,18
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Ealing,22
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Ealing,19
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Ealing,12
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Ealing,19
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Ealing,16
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Ealing,12
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Ealing,11
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Ealing,11
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,19
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,24
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,24
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,21
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,21
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,17
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,12
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,11
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,14
Hate,Domestic Abuse VWI,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,11
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,1
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,2
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,3
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,1
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,2
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,1
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Faith Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,1
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,1
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,2
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,2
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,1
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,2
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,5
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,4
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,4
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,2
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Homophobic Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,1
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,1
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Ealing,1
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Ealing,1
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Ealing,2
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Islamophobic,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,3
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,2
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,4
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,1
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,4
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,5
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,9
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,4
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,7
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,6
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,6
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,9
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,10
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,7
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,12
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,22
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,7
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,9
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,12
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,18
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,7
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,11
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,10
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Ealing,5
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,1
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,10
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,5
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,9
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,3
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,8
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,1
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,7
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,7
Hate,Racist and Religious Hate Crime,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,10
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Heathrow Airport,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hounslow,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Ealing,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Hate,Transgender Hate,Sanction Detections,fy20-21,West Area Command Unit,Hillingdon,0
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,West Area Command Unit,Heathrow Airport,0
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,West Area Command Unit,Heathrow Airport,0
Special,Knife Crime with Injury Pers Robb,Offences,fy20-21,West Area Command Unit,Heathrow Airport,0
